"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"41 m²",,,"4 m","2,25 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-yen-the-phuong-2-22/sieu-pham-dep-3-tang-dien-tich-41m2-gia-2ty150-trieu-2-tan-binh-so-san-pr42188386","6 m"
"86 m²",,,,"18,6 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-la-khe-prj-khu-do-thi-van-khe/ban-ha-dong-dt-85-m2-x-5-tang-mt-5-m-huong-dong-nam-gia-16-6-ty-pr42152402",
"102 m²",,"Đông - Nam",,"4,95 tỷ",,"Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","5 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-luong-hoa-1-prj-la-home-long-an/duy-nhat-1-can-dai-lo-binh-chanh-a6-3x-gia-4-ty-950-huong-dong-nam-pr42329729",
"70 m²",,"Đông","7 m","7,3 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-hanh-phuong-khue-trung/ban-canh-cong-vien-thanh-nien-full-noi-that-pr42575676","7,5 m"
"64 m²",,,"4 m","2,15 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-qua-phuong-dong-hung-thuan-a/chu-ban-64m2-gia-2ty090-trieu-q12-cho-thue-15tr-thang-pr42280690","5 m"
"450 m²",,,,"300 tỷ",,,,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-quoc-thao-phuong-vo-thi-sau/goc-2mt-va-ly-chinh-thang-quan-3-15x30m-ham-4-tang-hdt-450-trieu-300-ty-pr42519855",
"225 m²",,,"9 m","69 tỷ",,,,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-ky-con-phuong-nguyen-thai-binh/-1-doi-chu-can-ban-gap-tien-9x25m-3-lau-gia-chi-69-ty-tl-p-ntb-quan-1-pr42297165",
"84 m²",,,,"3,25 tỷ",,"Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-quoc-lo-51-phuong-kim-dinh/chinh-chu-ban-84m2-so-hong-doi-dien-cho-hai-cach-ql51-chi-2-nen-gia-3-3-ty-bao-het-pr40843981",
"46 m²",,,"4 m","2,05 tỷ",,"Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cong-phuong-3-20/chinh-chu-ban-46m2-gia-1ty850-trieu-3-quan-go-vap-so-hong-rieng-pr42240036","5 m"
"94 m²",,"Bắc","6 m","3,15 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bui-thi-xuan-phuong-my-hai-prj-binh-son-ocean-park/b-tai-oce-2-55-ty-vnd-81m2-mat-tien-4-5m-pr41357456","12 m"
"134 m²",,,"8 m","1,45 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-833b-xa-long-cang-prj-long-cang-residence/chinh-chu-can-ban-gap-lo-goc-kdc-dien-tich-134m2-8-x-17-gia-chi-1ty450-so-hong-rieng-pr42349838","12 m"
"140 m²",,,"7 m","190 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bat-nan-phuong-binh-trung-tay-prj-saigon-mystery-villas/ban-lo-biet-thu-sai-gon-q-2-khu-dao-kim-cuong-pr41282057","12 m"
"500 m²",,,"20 m","81 tỷ",,"Có sổ",,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-nao-phuong-binh-an/gia-sieu-dau-tu-so-huu-dep-khu-compound-vip-quan-2-dt-20x25m-4-tang-pr42546346",
"90 m²",,,"6 m","25 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-sa-doi-phuong-dai-mo/sieu-pham-kinh-doanh-dau-tu-mat-90m2-25-5-ty-hang-xom-vin-green-bay-2-pr42575784","16 m"
"66 m²",,,,"4,3 tỷ",,,"2 phòng",,,"https://batdongsan.com.vn/ban-condotel-duong-pham-van-dong-phuong-vinh-hoa-2-prj-libera-nha-trang/2pn-toa-sanhome-gia-3-855-ty-tang-cao-can-goc-view-tron-ven-bien-khong-chan-pr40166251",
"45 m²",,,"3,68 m","7,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","8 phòng","8 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/-vi-tri-dep-kinh-doanh-dong-tien-dien-tich-45m-5-tang-mat-tien-3-68m-7-2-ty-pr42495344","500 m"
"360 m²",,"Tây - Bắc","12 m","25,2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-hoang-minh-thang-phuong-hoa-hai/ban-mat-tien-ngay-cau-co-co-thong-bien-tan-tra-pr42575679","21 m"
"260 m²",,"Đông - Nam","15 m","200 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bat-nan-phuong-binh-trung-tay-prj-saigon-mystery-villas/b-gap-nhung-lo-gia-tot-nhat-sai-gon-qu-2-dao-kim-cuong-pr41144940","10 m"
"208 m²",,,"13 m","55 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","23 phòng","23 phòng",,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-ba-huan-phuong-thao-dien/n-toa-mt-p-quan-2-ham-5-tang-23-chdv-ngang-13x17m-gia-55-t-pr42549941","10 m"
"20 m²",,,"3,9 m","5,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/-nho-xinh-vi-tri-dep-dt-20m-dua-ra-30m-tang-2-5-tang-mt-3-9m-5-2-ty-pr42469071","200 m"
"54 m²",,,"4 m","Thỏa thuận",,,"4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thich-quang-duc-phuong-5-16/ban-gap-can-54m2-2ty680-5-phu-nhuan-co-hop-dong-thue-16tr-thang-pr42188421","5 m"
"54 m²","Tây - Nam","Đông - Bắc",,"2,65 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-phu-huu-2-prj-can-ho-hausneo/ban-nhieu-quan-9-gia-chi-tu-1ty8-tro-vay-ngan-hang-pr29925839",
"98 m²",,,,"15,9 tỷ","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-thu-thiem-prj-empire-city-thu-thiem/ban-2-phong-ngu-98m2-view-song-vinh-vien-san-hd-thue-gia-16-5-ty-bao-het-pr42247856",
"450 m²",,"Đông - Nam","7 m","220 triệu/m²",,,,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-bat-nan-phuong-binh-trung-tay-prj-saigon-mystery-villas/b-1-gia-tot-chi-152-9tr-m2-sai-gon-qu-2-thong-tin-chinh-xac-pr39728272","10 m"
"140 m²",,,"7 m","29 tỷ",,,,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-37-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/-36-37-7x20m-ham-4-tang-ket-hop-o-phong-hong-cong-chung-ngay-pr39952763","20 m"
"100 m²",,,"5 m","1,15 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-xa-duc-hoa-ha-prj-galaxy-hai-son/toi-c-b-gap-lo-100m2-tho-cu-so-s-gia-1ty150-lh-pr40812461","16 m"
"40 m²",,,"6 m","2,55 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nam-ky-khoi-nghia-phuong-vo-thi-sau/-quan-3-gia-2ty550-trieu-dt-40m2-4x10m-gan-cgv-ly-chinh-thang-pr42510199","6 m"
"53 m²",,,,"11,5 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-dong-phuong-3-20/chinh-chu-can-ban-can-tien-134-p3-go-vap-53m2-gia-11-ty-500-so-hong-rieng-pr42374334",
"83 m²",,,,"17,49 tỷ","Cơ bản",,"2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-an-khanh-prj-the-crest-residence/ban-2-phong-ngu-83m2-metropole-tang-cao-view-song-gia-tot-hon-opera-17-5-ty-bao-het-pr42247798",
"60 m²",,"Tây - Bắc","4,34 m","1,25 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-hop-tien-2/manh-3-mat-tai-ha-noi-gia-tot-nhat-thi-truong-pr42393683",
"275 m²",,,"12 m","9,8 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-vinh-phu-10-phuong-vinh-phu/dt-275m-12x23m-full-tho-cu-doi-dien-song-nhua-12m-ngay-cong-chao-binh-pr42490425","12 m"
"100 m²","Đông","Đông","11 m","9,5 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nam-du-phuong-tran-phu-7/-to-rong-dep-vi-tri-dep-dien-tich-100-110t1-a-ra-4-tang-mat-tien-11m-9-7-ty-pr42473201",
"100 m²",,,"5 m","700 triệu",,"Hợp đồng mua bán.",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-tinh-lo-8-xa-duc-lap-ha-prj-bella-vista-city/em-chinh-chu-can-ban-gap-2-dep-view-kenh-giai-doan-1-gan-36m-gia-re-cho-a-c-mua-dau-tu-pr35870731","14 m"
"280 m²",,,,"58 tỷ","Nội thất hoàn thiện.",,,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bat-nan-phuong-binh-trung-tay-prj-saigon-mystery-villas/chinh-chu-can-ban-khu-sai-gon-mystey-dao-kim-cuong-gia-tot-ong-luong-pr41250214",
"69,3 m²",,"Nam","4 m","70 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-thi-tran-dong-anh-1/ban-to-12-tt-gan-truong-hoc-gan-tru-so-ubnd-chuan-bi-xay-dung-pr42468960","3,5 m"
"80 m²",,"Đông - Nam","6,51 m","1,3 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-an-tien-1/-ha-noi-duong-to-gan-chua-huong-gia-dau-tu-1-x-pr42329567","4 m"
"120 m²",,,"8 m","50 tỷ",,,,,"2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-phuong-5-8/goc-2mt-nguyen-thi-minh-khai-quan-3-8x15m-2-tang-hdt-150-trieu-gia-50-ty-pr42575792",
"70 m²",,,,"2,35 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-binh-khanh-prj-new-city-thu-thiem/chinh-chu-ban-gap-chcc-quan-2-full-nt-70m2-2pn-2wc-gia-2-ty-350-pr42575791",
"120 m²",,,,"7,9 tỷ",,"Sổ đỏ/ Sổ hồng.","4 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-phan-huy-ich-phuong-14-8/hxh-ngay-emart-120m2-so-no-hau-4pn-chinh-chu-trang-bia-tu-8-9-ty-giam-con-7-9ty-tl-pr42479128",
"48 m²",,,"5 m","2,72 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-bau-cat-phuong-12-10/hang-hiem-tai-3ty290-duc-btct-mua-nhanh-giam-thang-200tr-shr-lh-em-pr42303606",
"64 m²","Đông - Nam",,,"5,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-2-ngu-dep-toa-vinme-5-4-ty-noi-that-tre-trung-pr39010463",
"100 m²",,,,"1,9 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-tinh-lo-8-xa-duc-lap-thuong-prj-khu-do-thi-daresco/chinh-chu-gui-b-mat-ong-36m-darseco-truc-ong-dep-nhat-100m2-gia-1ty5-pr40638833","36 m"
"62,5 m²",,,"4,5 m","3,39 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-binh-phuong-4-20/ve-que-o-luon-can-ban-p4-tan-gia-3ty260-62-5m2-4-5x13m-2-lau-co-so-san-pr42351292",
"160 m²",,,"7 m","11,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-phuong-khue-trung/hiem-co-cc-ban-lo-goc-ha-tong-quyen-160m2-gia-re-pr42575689","10,5 m"
"24 m²",,,"3,6 m","4,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","3 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-yen-lang-phuong-lang-ha/-dep-vi-tri-dep-gia-sieu-hap-dan-dien-tich-24-32m-5-tang-mat-tien-3-6m-5-4-ty-pr42446862","500 m"
"58,5 m²",,,"10 m","3,65 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng.","3 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-1-21/-dep-chinh-chu-can-ban-gap-can-p1-go-vap-60m2-gia-4-ty-320-so-hong-rieng-pr41879507",
"77 m²",,,,"4,75 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-phuong-linh-xuan/chi-hon-60tr-m2-co-ngay-moi-sieu-dep-ngay-lotte-thu-duc-hem-xe-tai-khong-lg-qh-pr42575692","5 m"
"342 m²",,,,"119 tỷ",,"Sổ đỏ/ Sổ hồng.",,,"5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-luong-1-phuong-10-8/ban-goc-2-mt-quan-go-vap-dt-17-5x20m-kc-5-tang-dct-250tr-th-gia-119-ty-pr42453325",
"200 m²",,,,"7 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngo-quyen-phuong-khai-quang-prj-khu-do-thi-nam-dam-vac/ban-tai-7-ty-200m2-chi-voi-co-hoi-dau-tu-hot-pr42567239",
"65 m²",,,"5 m","2,85 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-14-7/ban-can-chinh-chu-hem-oto-1-set-p14-binh-thanh-gia-2-ty-250tr-65m2-so-hong-rieng-pr41886388",
"70 m²","Tây","Tây","5,2 m","12 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/-dep-vi-tri-dac-dia-dien-tich-70m-5-tang-mat-tien-5-2m-12-ty-pr42530220","52 m"
"40 m²",,,,"8,98 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-rieng-phuong-giap-bat/sieu-pham-pho-dep-ngo-thong-cac-nga-kim-dong-giai-phong-gan-rat-nhieu-truong-dai-hoc-vo-va-pr42575694",
"44 m²",,,"3,5 m","11 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-la-phuong-xuan-la/ban-5-tang-phan-lo-quan-doi-o-to-dung-do-thoai-mai-truoc-44m2-mt-3-5m-chi-11-5-ty-pr42224615","6 m"
"72 m²",,,,"3,65 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-dragon-hill-residence-and-suites-2/ban-nhanh-2-thiet-ke-72-m2-tang-cao-gia-cuc-tot-pr42575695",
"30 m²",,,"3 m","5,95 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quang-dieu-phuong-trung-liet/-dep-chi-mot-can-duy-nhat-dien-tich-30m-3-tang-mat-tien-3m-5-95-ty-pr42512349",
"57 m²",,,"4 m","9,7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-pho-tram-phuong-long-bien/ban-5-tang-cau-vinh-tuy-aeon-dien-tich-57m2-mt-4m-o-to-vao-gia-ban-9-7-ty-pr42573559","5 m"
"55 m²",,,"5 m","3,05 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-mai-dinh-xa-mai-dinh-1/co-hoi-vang-de-so-huu-ngay-lo-goc-kinh-doanh-dong-tien-cuc-tot-doi-dien-cong-kcn-cn3-soc-son-pr42567055","6 m"
"108 m²",,"Đông - Nam",,"9,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-2-23/can-ban-gap-trong-tuan-can-hoan-cong-tai-cach-bien-500m-bao-gia-tot-pr42575697","7 m"
"90 m²",,"Tây - Bắc","5 m","3,3 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-phan-sy-truc-phuong-hoa-tho-dong/ban-5m5-thuc-gan-cho-cam-cam-le-pr42445181","5,5 m"
"26 m²",,,"3,9 m","7,39 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/-dep-nhu-mo-trung-tam-sam-uat-dt-26m-dua-ra-33m-5-tang-mt-3-9m-7-39-ty-pr42438981","150 m"
"206 m²","Bắc","Bắc","16 m","17,9 tỷ","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-linh-xa-binh-hung-1-prj-khu-dan-cu-camellia-garden/-goc-2-mat-tien-rong-nhat-chanh-co-hoi-so-huu-ngay-pr40299083","15 m"
"25 m²",,,"3 m","6,45 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-truong-chinh-phuong-khuong-thuong/hang-hiem-dong-da-dien-tich-30m-4-tang-lo-goc-4-95-ty-phan-lo-o-to-kinh-doanh-pr42531218",
"150 m²",,,,"3 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-thi-tran-long-hai/lo-goc-biet-thu-khu-tai-dinh-cu-huyen-dien-140m-3ty-gia-thich-hop-mua-dau-tu-hoac-o-pr41534872",
"64 m²",,,"6 m","8,55 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-suy-phuong-tan-quy-2/sieu-pham-moi-5tam-hem-o-to-quay-dau-khu-huong-gan-cho-full-nt-hinh-that-100-pr42575698","6 m"
"68 m²",,"Bắc",,"6,3 tỷ",,"Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-luy-ban-bich-phuong-phu-thanh/hem-10m-tan-68m2-ng-lon-5-2m-3-tang-tien-vua-o-vua-kd-gia-6-ti-xiu-pr42349485","10 m"
"72 m²",,,,"2,7 tỷ","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-duong-phuong-hoang-liet-prj-hh1-linh-dam/ban-cc-o-2-7-ty-72m2-2pn-2wc-gia-uu-dai-bao-dep-pr42535451",
"30 m²",,,"4,2 m","6,35 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-trung-phuong-khuong-trung/sieu-hiem-nhieu-tien-ich-thanh-xuan-dt-22m2-4-tang-mt-4-8m-2-75-ty-pr42531241","50 m"
"100 m²",,,,"10,9 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-quang-trung-phuong-8-12/can-ban-gap-mt-kinh-doanh-gv-dt-5x20m-gia-chi-10-9-ty-lh-pr41868407",
"44 m²","Nam","Nam","4 m","11,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quang-khai-phuong-tan-dinh-2/sieu-pham-duy-nhat-thi-truong-hem-80-p-q1-4-x11-cn-44-m2-chi-11-8-ty-pr42575803","15 m"
"60 m²",,,"41 m","13,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","10 phòng","10 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-minh-khai-phuong-da-kao/ban-60m2-ngang-5m-16-5-ty-10pn-10wc-tai-q1-hcm-pr41714494","3 m"
"20 m²",,,"3,4 m","5,35 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-tuyet-phuong-thinh-quang/-sieu-dep-dien-tich-20-25t1-dua-ra-5-tang-mat-tien-3-4m-5-35-ty-pr42519378","30 m"
"123 m²","Tây - Bắc","Tây - Bắc","5 m","8,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","12 phòng","12 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-du-khuong-phuong-khue-trung/chinh-chu-gui-ban-4-tang-tien-gom-12-phong-can-ho-moi-xay-gia-re-t-cum-pr42474497","7,5 m"
"72 m²","Đông","Đông","5,5 m","12,9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","2 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/o-to-do-10m-cuc-hiem-full-noi-that-dong-da-dt-22m2-6-tang-mt-2m-2-ty-pr42531200","200 m"
"67 m²","Tây - Bắc","Đông - Nam",,"3,5 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-huu-2-prj-safira-khang-dien/em-ban-gap-2pn-tich-67m2-gia-tot-2ty6-co-so-pr38703985",
"65,8 m²",,,"5 m","2,86 tỷ","Đầy đủ","Hợp đồng mua bán","3 phòng","3 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-7-9/ban-binh-thanh-68m2-so-kinh-doanh-sam-uat-gia-2-ty650-sdt-pr42056382","6 m"
"57 m²",,"Đông - Bắc",,"1,85 tỷ",,"Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cay-keo-phuong-tam-phu-prj-dat-gia-residence-thu-duc/chuyen-c-o-nen-ban-gap-full-nt-dep-lung-linh-pr42404350",
"16 m²",,,"3 m","4,95 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tay-son-phuong-trung-liet/-pho-dep-nho-xinh-chi-mot-can-dac-biet-dt-16-18m-dua-ra-tang-2-6-tang-mt-3m-4-95-ty-pr42468370","15 m"
"57,2 m²",,,"4,4 m","4,25 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-dung-phuong-5-9/chinh-chu-ban-gap-can-sieu-dep-cho-anh-chi-p5-q5-57-2m2-gia-7-ty-1-so-hong-rieng-pr42374285","8 m"
"150 m²",,,,"49 tỷ",,"Sổ đỏ/ Sổ hồng.",,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-luong-1-phuong-17-2/ban-gap-chua-qua-dau-tu-mt-gv-dt-150m2-tret-2-lau-gia-chi-15-ty-100tr-m2-pr42525541",
"37 m²",,"Tây - Nam","3,4 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-tao/ban-moi-tinh-37-m2-5-tang-full-do-20-m-ra-bai-do-xe-gan-dsq-han-7-x-ty-pr41850866","2,5 m"
"32 m²","Tây","Tây","5 m","3,3 tỷ","Đầy đủ","Hợp đồng mua bán","3 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-bui-xuong-trach-phuong-khuong-dinh/-dep-hap-dan-xay-chac-chan-dien-tich-32m-4-tang-mat-tien-5m-3-3-ty-pr42344301",
"342 m²",,,,"119 tỷ",,"Sổ đỏ/ Sổ hồng.",,,"5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-10-8/ban-goc-2-mt-p10-quan-go-vap-dt-17-5x20m-kc-5-tang-dct-250tr-th-gia-119-ty-pr42453405",
"56 m²",,,"2,5 m","1,86 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-xa-phu-xuan/ban-cap-4-shr-hem-2806-be-4-2x12m-2pn-g-nt-gia-chi-1-86-ty-pr42575806","2,5 m"
"75 m²",,,"5 m","8,25 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bung-ong-thoan-phuong-phu-huu-2-prj-park-riverside-tan-cang/can-ban-gia-tot-t-du-an-3-can-gia-chi-nhinh-8-ty-3-hoac-4-phong-ngu-pr41728165",
"32 m²","Tây","Tây","4 m","8,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","3 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-thinh-quang-phuong-thinh-quang/sieu-pham-nga-tu-so-ngo-thong-kinh-doanh-o-to-tai-do-cua-dt-32-5m-6-tang-mt-4m-7-5-ty-pr42306334",
