"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"71 m²",,,,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/chinh-chu-ban-gap-2n2vs-toa-s3-view-rat-dep-nhanh-tay-lien-he-xem-nha-pr42137925",
"244 m²","Đông - Nam","Đông - Nam","8,5 m","105 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-trai-phuong-3-14/giam-8-ty-ban-can-con-sot-lai-duy-t-p-3-q-5-dt-8-5x25m-hau-12m-cn-244m2-105ty-pr41297383","20 m"
"100 m²",,,"5 m","12 tỷ","Nhà nội thất cao cấp, đầy đủ tiện ích hiện đại.",,"5 phòng","6 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-dang-thuy-tram-phuong-13-7/-dep-94-6-dt-5x20m-tret-2-lau-st-pr40055334","12 m"
"66 m²","Tây - Nam",,,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-me-tri-prj-vinhomes-west-point/chinh-chu-gui-ban-cac-2n-3n-4n-lh-pr39136595",
"136 m²",,,"5,5 m","36 tỷ",,"Hợp đồng mua bán",,,,"https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-xuan-quan-prj-haven-park-residences/ban-vuon-bds-dong-tien-so-luong-huu-han-o-eco-pr42567600?c=d1","30 m"
"47,5 m²",,,"6 m","800 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-ben-tram-xa-cua-duong/ban-lo-cuc-hiem-47-5-m2-tang-kem-nha-2-tang-tai-thanh-pho-phu-quoc-pr42567397","6 m"
"295,5 m²",,"Đông - Bắc",,"62 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-duong-30-4-1-phuong-hoa-cuong-bac/ban-nhanh-lo-2-mat-tien-30-4-giao-voi-le-thanh-nghi-quan-hai-chau-da-nang-pr34678176",
"318 m²",,,,"2,1 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-lang-xa-tan-phu-trung/ban-day-tro-10-phong-tai-mat-2-1-ty-318m2-cu-chi-hcm-pr42567603",
"100 m²",,,,"10,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-11-1-xa-phuoc-kieng-prj-sadeco-phuoc-kien/b-10-5-ty-100-m2-mat-tien-ong-16m-pr42002665",
"300 m²","Đông - Nam","Đông - Nam","12 m","Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-dinh-thi-phuong-hoa-xuan/sieu-pham-view-song-huong-dong-nam-full-noi-that-co-san-thang-may-22-ty-xx-pr42416532","7,5 m"
"79 m²",,,,"13,5 tỷ","Cơ bản","Hợp đồng mua bán","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-an-khanh-prj-the-crest-residence/ban-2pn-view-song-landmark-81-chi-14-ty-pr41863972",
"548 m²",,"Đông","15 m","92 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-duong-2-9-1-phuong-hoa-cuong-nam/co-hoi-dau-tu-rat-tot-voi-lo-mat-tien-2-9-doi-dien-la-to-hop-du-an-cao-cap-cua-sungroup-pr42260257",
"18 m²",,,"4,5 m","7,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,"4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-luong-ngoc-quyen-phuong-hang-buom/-hoan-kiem-goc-pho-co-2-ra-mat-pho-pho-dem-kinh-doanh-sam-uat-pho-tay-pr42567604",
"242 m²",,"Đông - Nam",,"37 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-duong-nguyen-huy-chuong-phuong-man-thai/ban-nhanh-lo-2-mat-tien-giao-voi-sang-gan-bai-tam-thai-pr35002915",
"100 m²",,,"10 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-phuong-hiep-binh-chanh/chinh-chu-can-ban-gap-lo-tai-gia-chi-2-8-ty-dien-tich-100m2-view-dep-pr41428297","18 m"
"382 m²",,"Nam",,"Thỏa thuận",,,,,,"https://batdongsan.com.vn/ban-dat-duong-pham-van-dong-phuong-an-hai-bac/ban-nhanh-lo-rong-382m2-mat-tien-quan-son-tra-lien-he-0911434268-pr34369268",
"108 m²",,,,"9,4 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-my-dinh-2-prj-the-zei-my-dinh/ban-3pn-tai-108-m2-lh-pr42457158",
"52,5 m²",,,,"8,78 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-phan-trong-tue-xa-tu-hiep/ban-thanh-tri-dien-tich-52-5m-gia-8-78-ty-pr42567403",
"264 m²",,,"12 m","245 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-2-9-1-phuong-phuoc-ninh/ban-cap-vi-tri-cuc-ky-dac-dia-tai-trung-tam-thanh-pho-da-nang-nam-mat-tien-2-9-pr41368689",
"390.000 m²",,,,"113,1 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-quoc-lo-1a-xa-xuan-phu-3/ban-dien-tich-39ha-tai-huyen-c-dong-nai-gan-1a-pr42271751","8 m"
"87 m²","Đông - Nam","Tây - Bắc",,"4,3 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-nguyen-an-ninh-prj-vung-tau-centre-point/ban-tai-4-3-ty-87m2-view-dep-t-so-lau-dai-pr42063247",
"105,3 m²","Đông","Đông","5 m","12,5 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-doan-hong-phuoc-phuong-hoa-thanh/-tien-tan-phu-dt-5x21m-cu-gia-12-5-ty-pr42567612","8 m"
"240 m²",,,,"48 triệu/m²",,"Có sổ",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-huynh-tan-phat-xa-phu-xuan-prj-kdc-phu-xuan-cang-sai-gon/bt-shr-10x24m-gia-48tr-m2-px-n-be-pr42551755",
"240 m²",,,"12 m","27,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-do-the-chap-phuong-phuoc-my/chinh-chu-gui-ban-mt-dt-240m2-gia-chi-110-trieu-m2-pr42408458","7,5 m"
"294,4 m²",,,,"60 tỷ",,,,,"6 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-ong-ich-khiem-phuong-hai-chau_1/ban-toa-6-tang-tien-hien-dang-cho-clb-gym-thue-75-trieu-thang-pr39501030",
"107,5 m²",,"Tây - Bắc","5,5 m","3,85 tỷ",,"Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-bau-mac-4-phuong-hoa-khanh-bac/ban-gap-mat-tien-4-sat-nguyen-an-ninh-cach-bien-300m-107-5m2-sach-dep-pr42567405","5,5 m"
"4.000 m²",,"Đông - Nam","15 m","3,98 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-phu-nghia_1/chua-toi-1tr-m2-co-4-000m2-mat-duong-quoc-lo-pr42567610","10 m"
"306,9 m²",,"Tây - Nam","3,37 m","13 tỷ",,"Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-xa-hoang-ninh/ban-nr-tai-my-dien-1-13-ty-306-9m2-mat-tien-3-37m-ngo-rong-6m-phap-ly-day-du-pr42536267","6 m"
"155 m²",,,"5 m","650 triệu",,,,,,"https://batdongsan.com.vn/ban-dat-duong-d7-thi-tran-chau-thanh-3/ket-bank-ban-gap-155m2-mt-nhua-ngay-trung-tam-ttct-gia-chi-650-trieu-so-san-pr42567408","6 m"
"600 m²",,,"14 m","278 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tay-son-phuong-lang-thuong/ban-mat-pho-dong-da-ha-noi-dt-600m-full-so-mat-tien-14m-gia-278-ty-pr42567616",
"55 m²",,,"4 m","Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-kha-van-can-phuong-linh-trung/-4-tang-xe-tai-ngay-uy-ban-cach-mat-tien-chi-40m-pr41918436","7 m"
"325 m²","Đông","Đông",,"25 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-ngoc-thanh-1-prj-thanh-xuan-valley/can-ban-can-dau-hoi-dep-nhat-phan-khu-bt06-xx-du-an-valley-pr42567409","13,5 m"
"52 m²",,,"4,5 m","8,9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-hoa-bang-phuong-yen-hoa-2/ban-ngay-trong-thang-50m-ra-o-to-dan-xay-52m2-9-ty-pr42538437",
"72 m²",,,"6 m","8,1 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-luy-ban-bich-phuong-tan-thoi-hoa/hem-6m-72m2-4m-x-18m-3-lau-chi-8-ty-100-con-bot-co-ho-tro-vay-k-pr42567410","6 m"
"207,5 m²",,,"8,3 m","80 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-su-van-hanh-phuong-12-2/-tien-12-quan-5-dt-8-3x25m-hdt-110tr-1th-gia-80ty-pr40190893","20 m"
"256 m²","Đông - Nam","Tây - Bắc",,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-huong-phuong-thao-dien-prj-d-edge-thao-dien/chinh-chu-ban-penthouse-thuong-luu-dep-nhat-tai-the-dedge-do-thai-cong-thiet-ke-pr42170377",
"288 m²",,,,"65 triệu/m²",,"Hợp đồng mua bán",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-15b-xa-phu-xuan-prj-kdc-phu-xuan-van-phat-hung/-mat-tien-15-b-v-px-nha-be-dt-12x24-gia-65tr-m2-pr42523884",
"90 m²",,,"4,5 m","15,5 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-van-cao-phuong-dong-quoc-binh/lo-goc-gia-15-5-ty-90m2-mt-4-5m-pr42415292",
"232 m²",,,"6,5 m","62 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-van-ngan-phuong-binh-tho/gia-dinh-can-ban-3tang-mt-232m2-6-5-x-39m-dang-cho-hang-thue-150-trieu-thang-pr40994585","30 m"
"270 m²",,"Tây - Nam","15 m","16 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nguyen-lu-phuong-khue-my-prj-khu-do-thi-nam-cau-tuyen-son/b-16-ty-270m2-view-dep-pr42437276","7,5 m"
"94 m²",,,,"5 tỷ","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-hai-bac/nhan-booking-50tr-co-hoan-lai-ttc-plaza-da-nang-trung-tam-aeon-mall-ck-10-tang-ngay-20tr-pr42567630",
"96,8 m²",,,"4,3 m","36 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","7 phòng","7 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-3-2-2-phuong-14-5/ban-can-5-tang-tien-3-thang-2-p-14-quan-10-dt-4-3x24m-gia-36ty-tl-pr40206676","30 m"
"70 m²",,,,"120 triệu/m²",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-phuong-giang-bien-1/ban-mat-ngo-oto-thong-kinh-doanh-chi-120tr-m2-pr42006960","5 m"
"100 m²","Nam","Nam","15 m","Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","1 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-long-binh-3-prj-the-beverly-solari-vinhomes-grand-park/nhan-booking-0-dong-sieu-pham-gioi-han-shop-khoi-de-oasis-ke-vincom-megamall-va-cong-vien-36ha-pr38903913","30 m"
"92 m²",,,"7,2 m","22,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","22 phòng","22 phòng","7 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-ngoc-vu-phuong-trung-hoa-4/ban-ccmn-dong-tien-1-4-ty-nam-22phong-full-do-khep-kin-mt-7-2m-cau-giay-pr42468516",
"76 m²",,,,"13 tỷ",,"Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-tan-quy-phuong-tan-quy-2/gia-cuc-tot-doan-sung-mt-4m-x-18m-gia-14-ty-p-q-phu-pr40050958",
"180 m²","Tây - Bắc","Đông - Nam",,"17 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-huong-phuong-thao-dien-prj-xi-riverview-palace/toi-chinh-chu-tien-ban-gap-3pn-180m2-view-song-so-hong-chinh-chu-pr40894640",
"210 m²",,,"10 m","22 tỷ",,,"5 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phuoc-long-b-prj-khu-dan-cu-gia-hoa/ban-xay-dung-dep-thiet-hien-dai-thong-tng-22-ty-pr42114686",
"148 m²",,,"8 m","56,8 tỷ","Cơ bản.","Sổ đỏ/ Sổ hồng.","17 phòng","17 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-linh-phuong-tan-phong-9-prj-khu-nha-pho-hung-gia/ban-can-goc-cong-vien-phuoc-pmh-dien-tich-8-18-5m-44-ty-pr41328053",
"82,5 m²",,,,"8,5 tỷ",,,,,"5 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-5-tang-canh-de-xe-5-tang-vincom-tu-7-ty-lo-lh-0961199165-pr28648474",
"92,5 m²",,"Tây - Bắc","5 m","2,6 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-xa-dinh-tri-prj-khu-do-thi-dinh-tri/b-tai-bac-gig-2-6-ty-92-5m2-hg-hot-pr42567422","17 m"
"45 m²",,,,"8,5 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-duong-van-be-phuong-thanh-luong/ban-nr-45m2-8-5-ty-tai-p-hai-ba-trung-ha-noi-pr42567632",
"100 m²",,"Tây - Nam","5 m","4,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-mac-dang-dung-phuong-hoa-xuan/ban-lo-thong-gan-song-mat-me-pr42567423","7,5 m"
"250 m²",,,,"40 triệu/m²",,"Hợp đồng mua bán",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-huynh-tan-phat-xa-phu-xuan-prj-kdc-phu-xuan-van-hung-phu/co-hoi-dau-tu-gia-con-re-44tr-m-d20m-pr42457041",
"56 m²","Đông - Nam","Đông - Nam","4 m","4,55 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","6 phòng","4 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vo-duy-ninh-phuong-22/hang-moi-khai-xuan-hang-hiem-dong-tien-15-17tr-thang-ban-nguyen-can-3-chdv-6pn-3-78-bot-loc-pr42193154","3,5 m"
"83,6 m²",,,"4 m","8,6 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-11-1-phuong-phuoc-binh/ban-cap-4-tien-11-dt-83-6m2-chi-8-6-ty-pr42567634",
"180 m²",,"Đông","10 m","Thỏa thuận",,,,,,"https://batdongsan.com.vn/ban-dat-duong-an-thuong-phuong-my-an/ban-nhung-lo-vang-bien-khe-co-hoi-hiem-co-cho-nha-dau-tu-thong-thai-mua-dung-thoi-diem-pr40818909","10 m"
"200 m²",,"Đông - Bắc","12 m","34 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-phu-la-prj-khu-do-thi-moi-van-phu/chu-dinh-cu-nuoc-ngoai-can-ban-gap-ha-dong-pr42441276","16 m"
"84 m²","Tây - Bắc",,"5 m","7,8 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bung-ong-thoan-phuong-phu-huu-2-prj-park-riverside-tan-cang/-view-song-5x20m-100m2-so-hong-ban-gap-15-5-ty-lh-ngay-pr41105650?c=d1","12 m"
"96 m²","Tây - Bắc","Tây - Bắc","8 m","Thỏa thuận",,"Hợp đồng mua bán","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/ban-gap-can-re-nhat-dan-phuong-thang-03-2025-gia-chi-16-7-ty-lh-pr42469201","11 m"
"35 m²",,,"3 m","6,38 tỷ",,"Sổ đỏ/ Sổ hồng.","2 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-dai-kim/-dep-4-tang-full-noi-that-gia-chi-nhinh-6-ty-pr42563852",
"67 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-viet-hung-2-prj-vinhomes-symphony-riverside/quy-chuyen-nhuong-moi-nhat-va-day-du-nhat-thang-3-2025-pr42408101",
"115 m²",,"Đông - Bắc","6 m","9,2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-le-hy-cat-phuong-khue-my-prj-khu-do-thi-nam-cau-tuyen-son/ban-goc-2mt-viet-a-gd1-hop-xay-can-ho-pr42437205","7,5 m"
"322 m²",,,"9 m","42 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng.","3 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-kha-van-can-phuong-linh-tay/-tien-kinh-doanh-322m2-7-x-43-san-hdt-80-trieu-thang-gia-130-trieu-m2-thuong-luong-pr40058553","30 m"
"107 m²",,"Đông - Nam",,"7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/ban-18t-a-107m-3-png-ngu-gia-7-ty-pr42467116",
"550 m²","Nam","Nam","18 m","51 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-ha-thi-dat-phuong-tan-son-nhi/ban-mt-29-18x30-550m2-2-lau-51-ty-pr42567639","12 m"
"120 m²","Đông - Bắc","Đông - Bắc","8 m","17,5 tỷ","Không nội thất","Hợp đồng mua bán","8 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-crown-vinhomes-ocean-park-3/can-tu-lap-sieu-dep-anh-duong-8-gan-cong-vien-nuoc-ky-moi-chu-dau-tu-gia-chi-nhinh-17-ty-pr42444584?c=d1","13 m"
"50 m²",,"Đông - Bắc","5 m","16,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-van-phu-phuong-phu-la/ban-nr-dep-xuat-sac-tai-16-5-ty-50m2-4pn-4wc-ha-dong-hn-pr42453693","19 m"
"50 m²","Đông - Bắc",,,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thong-nhat-phuong-dong-hoa-prj-can-ho-new-galaxy/chinh-chu-ban-c-05-01-lang-dai-hoc-thanh-toan-1-1-ty-mat-tien-30m-cuc-dep-pr42245399",
"35 m²","Đông - Nam",,"5 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-trung-hoa-4/chinh-chu-ban-gap-can-doan-tot-o-mat-ngo-43-ngay-ho-pr41571008","10 m"
"151,7 m²",,,,"29,4 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-xa-duong-to/huu-duyen-chu-va-nguoi-mua-gap-nhau-ban-lo-30-4-noi-dai-pr42567645",
"120 m²","Tây - Bắc","Tây - Bắc","6 m","11 tỷ","Hoàn thiện bên ngoài.","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-thi-dinh-phuong-cat-lai-prj-khu-biet-thu-sol-villas/ban-pho-dong-village-gia-tot-nhat-t12-tu-chu-dau-tu-scc-kd-0908-13-7878-pr36004100","12 m"
"72 m²",,"Tây","4 m","1,75 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-dat-lanh-xa-vinh-thai/ban-tdc-phong-chau-nha-trang-gia-dau-tu-tot-nhat-thi-truong-pr42367224","5 m"
"76,5 m²",,"Đông - Nam","4,5 m","2,89 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-dong-tri-4-phuong-hoa-khanh-nam/-gia-tot-mat-tien-4-gia-mem-khu-dan-cao-gia-chi-2ty890-pr42567433","3,75 m"
"63 m²",,,"5 m","5,9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-trieu-khuc-phuong-thanh-xuan-trung/sieu-hot-hiem-ha-noi-63-m-3-tang-5-9-ty-o-to-do-cua-lh-pr42567648","12 m"
"100 m²",,"Đông","5 m","16,3 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-cao-thi-chinh-phuong-phu-thuan-3/ban-mt-rong-24m-cho-q-7-5-x-20-gia-15ty-pr42455618","24 m"
"232 m²",,"Đông - Bắc","7,14 m","Thỏa thuận",,,,,,"https://batdongsan.com.vn/ban-dat-duong-lam-hoanh-phuong-phuoc-my/re-nhat-thi-truong-so-huu-co-may-in-tien-ngay-bien-khe-quy-vang-cho-nha-dau-tu-pr42495247","7,5 m"
"13.000 m²",,,,"2,9 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-xa-ninh-gia/ban-vuon-dang-trong-ca-phe-pr42567553",
"102,6 m²",,,,"15 tỷ",,,,,"2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-quang-trung-phuong-10-8/shop-thoi-trang-tien-p10-dt-5-4x19m-1-lau-hdt-50tr-chi-15-ty-pr42141189",
"110 m²",,,,"2,7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ham-nghi-phuong-thac-gian-prj-hoang-anh-gia-lai-lake-view-residence/duy-nhat-goc-hagl-3-phong-ngu-117m2-full-noi-that-sup-lh-pr39122275",
"180 m²",,"Tây","7 m","3,85 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nguyen-gia-thieu-phuong-dien-ngoc-prj-khu-do-thi-so-4/-dep-mat-tien-ngang-len-den-7m-sat-benh-vien-dai-hoc-y-phan-chau-trinh-pr42567650","17,5 m"
"1.000 m²",,,,"500 triệu",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-xa-tan-loi-1/ban-tai-dong-phu-binh-phuoc-500-trieu-1000m2-chinh-chu-bao-dep-pr42567452",
"60 m²",,,"5,3 m","8,25 tỷ",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-duong-dong-du-1-xa-bat-trang-1/siueeu-pham-viu-ho-kinh-doanh-dieu-hoa-60m-mat-tien-5m-gia-8-25ty-pr42402915","6 m"
"120 m²",,"Đông - Nam","6 m","Thỏa thuận","Không nội thất","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-hoa-cuong-nam-prj-regal-pavillon-da-nang/can-nao-re-hon-tra-lai-tien-chu-can-cat-lo-manh-ban-regar-pavilon-re-nhat-thi-truong-pr42075570","7,5 m"
"80 m²",,,"6 m","4,4 tỷ","Bàn giao thô hoàn thiện mặt ngoài","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dong-hai_1-prj-central-riverside-thanh-hoa/nhinh-4-ty-ban-180m2-5-tang-thang-may-o-to-vao-tang-vang-noi-that-200tr-pr42238259",
"66 m²","Tây - Bắc","Đông - Nam",,"6 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-imperia-garden/ban-cc-ha-noi-9-89-ty-121-68-m2-pr42430848",
"170 m²",,,"7 m","15,5 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-xa-phuoc-an-1-prj-khu-do-thi-moi-long-tho/b-lo-lien-ke-170m2-xdhn-gia-mem-cho-khach-thien-chi-mua-nhh-lh-pr42535725","12 m"
"300 m²",,"Đông - Bắc","5 m","24,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nghiem-xuan-yem-phuong-khue-my-prj-khu-do-thi-nam-cau-tuyen-son/b-gap-24-ty-300m2-o-ngu-hh-da-ng-pr42437219","10,5 m"
